designation,winery,points
Assobio Branco,Quinta dos MurÃ§as,86
Grande Reserva,Quinta dos PoÃ§os,85
Colheita,Quinta dos PoÃ§os,88
Reserva,Quinta dos PoÃ§os,88
Colheita,Quinta dos PoÃ§os,88
Reserva,Quinta dos Roques,93
Quinta do Correio,Quinta dos Roques,85
Vinhas Velhas,Quinta Foz Torto,87
Foz Torto,Quinta Foz Torto,90
Vinhas Velhas,Quinta Foz Torto,87
Terras de Paul,Quinta Monteiro de Matos,83
Mirabilis Grand Reserva Branco,Quinta Nova de Nossa Senhora do Carmo,92
Grande Reserva Classico,Quinta Nova de Nossa Senhora do Carmo,93
ReferÃªncia Grande Reserva,Quinta Nova de Nossa Senhora do Carmo,94
ClÃ£,Quinta Nova de Nossa Senhora do Carmo,88
,Quinta Nova de Nossa Senhora do Carmo,88
Vintage,Quinta Nova de Nossa Senhora do Carmo,91
Vintage,Quinta Nova de Nossa Senhora do Carmo,90
Reserva,Quinta Nova de Nossa Senhora do Carmo,89
Unoaked CuvÃ©e,Quinta Nova de Nossa Senhora do Carmo,86
,Quinta Nova de Nossa Senhora do Carmo,87
Grande Reserva,Quinta Nova de Nossa Senhora do Carmo,93
,Quinta Nova de Nossa Senhora do Carmo,86
Unoaked,Quinta Nova de Nossa Senhora do Carmo,88
Mirabilis Grand Reserva Branco,Quinta Nova de Nossa Senhora do Carmo,92
Referencia Grand Reserva,Quinta Nova de Nossa Senhora do Carmo,91
ReferÃªncia Grand Reserva,Quinta Nova de Nossa Senhora do Carmo,94
TN Grand Reserva,Quinta Nova de Nossa Senhora do Carmo,92
Mirabilis Grand Reserva,Quinta Nova de Nossa Senhora do Carmo,89
Vintage,Quinta Nova de Nossa Senhora do Carmo,91
Collection Tinto,Quinta Nova de Nossa Senhora do Carmo,91
Colheita,Quinta Nova de Nossa Senhora do Carmo,85
Late Bottled Vintage,Quinta Nova de Nossa Senhora do Carmo,88
Reserva,Quinta Nova de Nossa Senhora do Carmo,92
Referencia Grand Reserva,Quinta Nova de Nossa Senhora do Carmo,90
Grande Reserva,Quinta Nova de Nossa Senhora do Carmo,93
Reserva Unoaked,Quinta Nova de Nossa Senhora do Carmo,88
Pomares,Quinta Nova de Nossa Senhora do Carmo,87
Eirados Late Bottled Vintage,Quinta Santa Eufemia,88
Late Bottled Vintage,Quinta Santa Eufemia,88
Eirados Late Bottled Vintage,Quinta Santa Eufemia,88
30 Anos White,Quinta Santa Eufemia,92
Late Bottled Vintage,Quinta Santa Eufemia,88
Late Bottled Vintage,Quinta Santa Eufemia,85
10 Anos White,Quinta Santa Eufemia,86
Late Bottled Vintage,Quinta Santa Eufemia,92
Talentus Grand Escolha,Quinta Seara d'Ordens,91
10-Year-Old Tawny,Quinta Seara d'Ordens,85
Reserva,Quinta Seara d'Ordens,90
Late Bottled Vintage,Quinta Seara d'Ordens,88
Vintage,Quinta Seara d'Ordens,92
Vintage,Quinta Seara d'Ordens,86
Reserva Vinhas Velhas,Quinta Seara d'Ordens,87
Late Bottled Vintage,Quinta Seara d'Ordens,88
Talentus Grande Escolha,Quinta Seara d'Ordens,94
Vintage,Quinta Seara d'Ordens,86
Reserva Vinhas Velhas,Quinta Seara d'Ordens,93
Reserva,Quinta Seara d'Ordens,90
,Quinta Seara d'Ordens,92
Reserva Vinhas Velhas,Quinta Seara d'Ordens,90
Tinto 20,Quinta Seara d'Ordens,93
Grande Escolha,Quinta Vale de Fornos,89
Vale do Armo Reserva,Quinta Vale do Armo,90
Valle ZangÃ£o,Quinta Vale do Armo,85
Vale do Armo Reserva,Quinta Vale do Armo,90
Vila Jardim Tinto,Quinta Vale do Armo,87
Vila Jardim Tinto,Quinta Vale do Armo,87
Vila Jardim,Quinta Vale do Armo,81
Vila Jardim Escolha,Quinta Vale do Armo,91
Vila Jardim,Quinta Vale do Armo,87
Vila Jardim,Quinta Vale do Armo,85
Vila Jardim,Quinta Vale do Armo,84
VZ Vintage,Quinta Vale Dona Maria,93
Vintage,Quinta Vale Dona Maria,88
,Quinta Vale Dona Maria,93
Sarzedinho Reserve,Quinta Vale Dona Maria,88
Vinha do Rio,Quinta Vale Dona Maria,95
Late Bottled Vintage,Quinta Vale Dona Maria,87
Vinha da Francisca,Quinta Vale Dona Maria,95
Vintage,Quinta Vale Dona Maria,95
Reserva Porto Lote no 12,Quinta Vale Dona Maria,88
,Quinta Vale Dona Maria,94
Vinha da Francisca,Quinta Vale Dona Maria,95
Sarzedinho Reserve,Quinta Vale Dona Maria,88
Vintage,Quinta Vale Dona Maria,88
Vinha da Francesca,Quinta Vale Dona Maria,94
Vinha do Rio,Quinta Vale Dona Maria,96
,Quinta Vale Dona Maria,93
CV Curriculum Vitae,Quinta Vale Dona Maria,95
Vinha do Rio,Quinta Vale Dona Maria,96
Vinha da Francisca,Quinta Vale Dona Maria,94
Vintage,Quinta Vale Dona Maria,89
VVV Valleys,Quinta Vale Dona Maria,95
Late Bottled Vintage,Quinta Vale Dona Maria,92
,Quinta Vale Dona Maria,92
CV Curriculum Vitae,Quinta Vale Dona Maria,94
Reserva,Quintana de Cue,90
,Quintarelli,92
,Quintarelli,93
,Quintarelli,94
Couto de Frades,Quintas de MelgaÃ§o,85
Torre de Menagem,Quintas de MelgaÃ§o,88
QM Terra Antiga,Quintas de MelgaÃ§o,87
QM,Quintas de MelgaÃ§o,90
Terra Antiga,Quintas de MelgaÃ§o,87
Terra Antiga,Quintas de MelgaÃ§o,86
Torre de Menagem Escolha,Quintas de MelgaÃ§o,89
QM,Quintas de MelgaÃ§o,91
Blue,Quintas de MelgaÃ§o,85
QM Lagar,Quintas de MelgaÃ§o,90
QM,Quintas de MelgaÃ§o,91
Blue,Quintas de MelgaÃ§o,85
QM Terra Antiga,Quintas de MelgaÃ§o,87
QM Terra Antiga,Quintas de MelgaÃ§o,86
QM Vinhas Velhas,Quintas de MelgaÃ§o,91
Torre de Menagem,Quintas de MelgaÃ§o,88
Torre de Menagem,Quintas de MelgaÃ§o,83
QM Lagar,Quintas de MelgaÃ§o,88
Lagar,Quintas de MelgaÃ§o,87
QM Blue,Quintas de MelgaÃ§o,86
QM Vinhas Velhas,Quintas de MelgaÃ§o,90
QM,Quintas de MelgaÃ§o,82
Torre de Menagem Escolha,Quintas de MelgaÃ§o,88
Lagar,Quintas de MelgaÃ§o,84
QM Terra Antiga,Quintas de MelgaÃ§o,87
QM,Quintas de MelgaÃ§o,90
QM,Quintas de MelgaÃ§o,91
Torre de Menagem Escolha,Quintas de MelgaÃ§o,88
Clava Coastal Reserve,Quintay,84
Clava Coastal Reserve,Quintay,87
Q,Quintay,90
Clava,Quintay,86
Clava Coastal Reserve,Quintay,86
Q,Quintay,89
Clava Coastal Reserve,Quintay,87
Clava Reserve,Quintay,85
Q,Quintay,87
Q,Quintay,88
Q Grand Reserve,Quintay,86
Q Grand Reserve,Quintay,87
Grand Reserve,Quintay,87
Grand Reserve,Quintay,90
Clava Reserve,Quintay,80
Coastal Reserve,Quintay,87
Q,Quintay,88
Clava Reserve,Quintay,83
Clava Reserve Pinot Noir,Quintay,85
Clava,Quintay,86
Clava Reserve,Quintay,84
Clava Coastal Reserve,Quintay,86
Clava Reserve,Quintay,85
Q Grand Reserve,Quintay,87
Clava Coastal Reserve,Quintay,88
Clava,Quintay,89
Q Grand Reserve,Quintay,83
Clava Coastal Reserve,Quintay,86
Reserva,Quintay,87
Clava,Quintay,87
Clava Coastal Reserve,Quintay,87
Illumination,Quintessa,86
,Quintessa,93
,Quintessa,95
Ribbon Ridge Vineyard,Quintet,90
Lichtenwalter Vineyard,Quintet,92
Flanerie Vineyard,Quintet,91
Ribbon Ridge Vineyard,Quintet,88
Kenefick Ranch,Quivet Cellars,84
Las Madres Vineyard,Quivet Cellars,93
,Quivira,91
,Quivira,91
Refuge,Quivira,90
Elusive,Quivira,92
,Quivira,88
Quest,Quivira,90
,Quivira,92
Flight,Quivira,91
Quest,Quivira,91
,Quivira,91
,Quivira,91
,Quivira,82
,Quivira,88
Refuge,Quivira,94
Black Boar,Quivira,92
,Quivira,84
,Quivira,90
,Quivira,90
,Quivira,89
,Quivira,88
Flight,Quivira,90
,Quivira,86
Wine Creek Ranch,Quivira,89
,Quivira,91
Fig Tree Vineyard,Quivira,90
Wine Creek Ranch,Quivira,90
Goat Trek Vineyard,Quivira,90
Wine Creek Ranch,Quivira,91
Wine Creek Ranch,Quivira,88
,Quivira,88
Black Boar,Quivira,90
,Quivira,88
,Quivira,90
Montepulciano-Sangiovese,Quivira,90
Wine Creek Ranch,Quivira,90
,Quivira,91
Black Boar,Quivira,90
Barrel Complete,Quivira,85
Elusive,Quivira,90
Wine Creek Ranch Grenache,Quivira,85
,Quivira,91
Elusive,Quivira,88
Elusive,Quivira,88
,Quivira,90
Anderson Ranch,Quivira,92
Quest,Quivira,90
,Quivira,91
Fig Tree Vineyard,Quivira,83
Wine Creek Ranch,Quivira,85
Wine Creek Ranch,Quivira,92
Wine Creek Ranch,Quivira,93
,Quivira,88
Fig Tree Vineyard,Quivira,87
Wine Creek Ranch,Quivira,91
Montepulciano-Sangiovese,Quivira,90
Goat Trek Vineyard,Quivira,91
Wine Creek Ranch,Quivira,90
,Quivira,84
,Quivira,89
Old Vines,Quo,88
Premium,Quo,89
Old Vines,Quo,88
,Quo,86
,Quo,86
Old Vines,Quo,88
Sawyer Lindquist Vineyard,QupÃ©,87
Bien Nacido Reserve Block Eleven,QupÃ©,93
,QupÃ©,88
Sonnie's Sawyer Lindquist Vineyard,QupÃ©,93
,QupÃ©,87
Sawyer-Lindquist Vineyard,QupÃ©,91
Bien Nacido Hillside Estate,QupÃ©,92
Sawyer-Lindquist Vineyard,QupÃ©,92
Sawyer Lindquist Vineyard,QupÃ©,92
,QupÃ©,90
A Modern,QupÃ©,88
Sawyer Lindquist Vineyard,QupÃ©,89
Sawyer Lindquist Vineyard,QupÃ©,87
Bien Nacido CuvÃ©e,QupÃ©,90
,QupÃ©,89
Y Block,QupÃ©,89
Y Block,QupÃ©,91
,QupÃ©,89
Sawyer Lindquist Vineyard,QupÃ©,90
,QupÃ©,88
Sawyer Lindquist Vineyard Sonnie's,QupÃ©,88
Purisima Mountain Vineyard,QupÃ©,88
,QupÃ©,90
Bien Nacido Vineyard Hillside Estate,QupÃ©,92
Sawyer Lindquist Vineyard,QupÃ©,91
Bien Nacido Hillside Estate,QupÃ©,87
Doux Sawyer Lindquist Vineyard,QupÃ©,91
,QupÃ©,87
Bien Nacido Vineyard 25th Anniversary X-Block The Good Nacido,QupÃ©,97
Bien Nacido Hillside Estate,QupÃ©,87
Bien Nacido Hillside Estate,QupÃ©,91
Sawyer Lindquist Vineyard,QupÃ©,91
Bien Nacido Vineyard X Block The Good Nacido,QupÃ©,94
,QupÃ©,89
Bien Nacido Vineyard,QupÃ©,86
Y Block,QupÃ©,89
Bien Nacido Vineyard Block Eleven,QupÃ©,92
A Modern,QupÃ©,86
Purisima Mountain,QupÃ©,86
,QupÃ©,87
Bingham Ranch Zydeco,R & B Cellars,84
Reserve Bingham Ranch,R & B Cellars,84
Counterpoint,R & B Cellars,87
Pizzicato,R & B Cellars,88
Serenade in Blanc,R & B Cellars,82
Saxy,R & B Cellars,87
Reserve,R & B Cellars,90
Boarding Pass,R Wines,87
Luchador,R Wines,89
Strong Arms,R Wines,85
Darby & Joan,R Wines,87
Marquis Philips G.G.,R Wines,90
Marquis Philips S2,R Wines,89
Marquis Philips,R Wines,88
Austrian Pepper,R&A; Pfaffl,87
Hundsleiten Reserve,R&A; Pfaffl,91
Haidviertel,R&A; Pfaffl,88
Vom Haus,R&A; Pfaffl,91
Hundsleiten Reserve,R&A; Pfaffl,91
Hommage Reserve,R&A; Pfaffl,93
Haidviertel,R&A; Pfaffl,90
Hundsleiten Reserve,R&A; Pfaffl,90
Burggarten Reserve,R&A; Pfaffl,92
Austrian Cherry,R&A; Pfaffl,87
Austrian Pepper,R&A; Pfaffl,87
Goldjoch Reserve,R&A; Pfaffl,89
Hundsleiten,R&A; Pfaffl,92
Austrian Cherry,R&A; Pfaffl,89
Hommage Reserve,R&A; Pfaffl,91
Zeiseneck,R&A; Pfaffl,90
Hundsleiten Reserve,R&A; Pfaffl,89
Vom Haus,R&A; Pfaffl,90
Zeiseneck,R&A; Pfaffl,90
Hommage Reserve,R&A; Pfaffl,93
Hundsleiten Reserve,R&A; Pfaffl,88
Altenberg Reserve,R&A; Pfaffl,93
Haidviertel,R&A; Pfaffl,91
Haidviertel,R&A; Pfaffl,87
Altenberg,R&A; Pfaffl,89
Hommage Reserve,R&A; Pfaffl,91
Vom Haus,R&A; Pfaffl,89
Goldjoch,R&A; Pfaffl,92
Goldjoch Reserve,R&A; Pfaffl,90
Austrian Pepper,R&A; Pfaffl,88
Passion Reserve,R&A; Pfaffl,92
Austrian Pepper,R&A; Pfaffl,88
Haidviertel,R&A; Pfaffl,91
Haidviertel,R&A; Pfaffl,91
Vom Haus,R&A; Pfaffl,89
Hundsleiten Reserve,R&A; Pfaffl,92
Altenberg Reserve,R&A; Pfaffl,91
DeÃ³briga SelecciÃ³n Familiar,R. de Ayala Lete E Hijos,91
ViÃ±a Santurnia Crianza,R. de Ayala Lete E Hijos,85
ViÃ±a Tondonia Reserva,R. Lopez de Heredia,91
Autograph,R. Stuart & Co.,91
"Love, Oregon",R. Stuart & Co.,89
Big Fire,R. Stuart & Co.,88
Vignette,R. Stuart & Co.,89
Estate Bottled,R.H. Phillips,87
Toasted head,R.H. Phillips,85
,R.H. Phillips,82
Calliope Rare,R.L. Buller & Son,94
Limited Release Calliope,R.L. Buller & Son,84
Calliope Rare,R.L. Buller & Son,98
Calliope Limited Release,R.L. Buller & Son,88
R-OH,R.O.Q. Corp,85
Crianza,R+,87
,R+,84
Crianza,R+,90
Crianza,R+,90
Vin Blancs,R2,85
3BB,R2,89
Black Pine,R2,86
Lennox,R2,88
Camp 4 Vineyard,R2,87
S&B Sanford & Benedict VIneyard,R2,88
Camp 4 Vineyard,R2,91
Camp 4 Vineyard,R2,87
Vin Blancs,R2,85
Vin Blancs,R2,85
Big Bend Reserve,R2,83
Rhapsody En Blu,R2,86
Vin Blancs,R2,85
Camp 4 Vineyard,R2,87
Day Ranch,R2,89
Big Bend,R2,89
Big Bend,R2,87
Big Bend,R2,89
Black Pine,R2,89
Hein,R2,85
Black Pine,R2,87
Guidici Vineyard,R2,91
,R35,86
,R35,87
,R35,86
,R8,84
,R8,84
,Ra Nui,88
Ultreia de Valtuille,RaÃºl PÃ©rez,92
La Ponitencia,RaÃºl PÃ©rez,89
Ultreia La Claudina,RaÃºl PÃ©rez,89
Red Jasper,Raats Family,89
Original Unwooded,Raats Family,88
Original Unwooded,Raats Family,87
Original Unwooded,Raats Family,88
Red Jasper,Raats Family,90
,Raats Family,85
Original Unwooded,Raats Family,88
,Raats Family,90
Red Jasper,Raats Family,89
Old Vine,Raats Family,91
Original Unwooded,Raats Family,86
Dolomite,Raats Family,88
,Rabbit Ranch,86
,Rabbit Ranch,86
Mossfire Ranch,Rabble,88
Mossfire Ranch,Rabble,88
Mossfire Ranch,Rabble,88
Mossfire Ranch,Rabble,87
Mossfire Ranch,Rabble,88
Mossfire Ranch,Rabble,88
Mossfire Ranch,Rabble,92
,Rabino,89
,Rabino,87
Schenkenbichl Reserve,Rabl,92
KÃ¤ferberg Reserve,Rabl,91
Spiegl,Rabl,89
,Raccaro,90
,Raccaro,91
Rolat,Raccaro,93
,Racchus,87
Anarkos,Racemi,86
Brut,Rack & Riddle,87
Blanc de Blancs,Rack & Riddle,88
Blanc de Blancs,Rack & Riddle,88
Brut,Rack & Riddle,90
Sparkling RosÃ©,Rack & Riddle,86
Brut,Rack & Riddle,88
Sparkling RosÃ©,Rack & Riddle,88
,Raconteur,90
,Raconteur,89
,Radar,83
,Radford Dale,86
,Radford Dale,91
,Radford Dale,89
The Renaissance of,Radford Dale,88
Frankenstein,Radford Dale,88
,Radford Dale,87
Gravity,Radford Dale,91
,Radford Dale,86
The Renaissance of,Radford Dale,88
Freedom,Radford Dale,91
,Radford Dale,86
,Radford Dale,89
,Radikon,94
Slatnik,Radikon,91
Jakot,Radikon,93
,Radio Boca,86
,Radius,88
,Radius,84
,Radius,85
,Radius,83
Radog,Radog,87
,Radog,84
,Radog,90
Dry,Radog,86
,Raeburn,88
,Raeburn,86
,Raeburn,86
Northern Blend Red,RÃ´tie Cellars,90
Northern,RÃ´tie Cellars,87
Southern,RÃ´tie Cellars,89
Northern White,RÃ´tie Cellars,89
Northern Blend,RÃ´tie Cellars,94
Southern Blend,RÃ´tie Cellars,91
Southern Blend Red,RÃ´tie Cellars,91
,RÃ´tie Cellars,89
Southern,RÃ´tie Cellars,91
Little G,RÃ´tie Cellars,93
Southern,RÃ´tie Cellars,90
Southern,RÃ´tie Cellars,90
Southern Blend,RÃ´tie Cellars,93
Northern Blend,RÃ´tie Cellars,92
Southern Blend,RÃ´tie Cellars,88
Southern Blend,RÃ´tie Cellars,91
Southern Blend Red,RÃ´tie Cellars,88
,RÃ´tie Cellars,89
Northern,RÃ´tie Cellars,88
Northern Blend,RÃ´tie Cellars,92
Southern White,RÃ´tie Cellars,88
Northern Blend,RÃ´tie Cellars,94
,RÃ´tie Cellars,88
Southern Blend,RÃ´tie Cellars,92
,RÃ©gis Jouan,84
Vieilles Vignes,RÃ©gis Minet,88
,RÃ©my-Pannier,85
,RÃ©my-Pannier,84
,RÃ©my-Pannier,86
,RÃ©serve des Oliviers,85
,RÃ©serve des Oliviers,90
Vieilles Vignes,RÃ©serve des Oliviers,88
RÃ©sonance Vineyard,RÃ©sonance,94
,RÃ©sonance,92
DÃ©couverte Vineyard,RÃ©sonance,92
Hyland Vineyard,RÃ©sonance,95
RÃ©sonance Vineyard,RÃ©sonance,94
,RÃ©sonance,92
Ravera,RÃ©va,88
Uno,Rafael Cambra,90
El Bon Homme,Rafael Cambra,87
Soplo,Rafael Cambra,88
Dos,Rafael Cambra,87
Soplo,Rafael Cambra,89
Soplo,Rafael Cambra,90
Dos,Rafael Cambra,89
Dos,Rafael Cambra,91
,Rafael Cambra,83
Uno,Rafael Cambra,91
Riserva,Raffaldini,84
Riserva,Raffaldini,86
,Raffaldini,85
,Raffaldini,86
,Raffaldini,90
,Raffaldini,84
Girasole,Raffaldini,81
Riserva,Raffaldini,86
Riserva,Raffaldini,85
,Raffaldini,83
,Raffaldini,85
RÃ©serve,Raffy,90
Grande RÃ©serve,Raffy,91
Terroir,Raffy,84
Corvino Bosco Vineyard,Rahn,87
,Rai,80
Old Vine,Rail2Rail,85
Sur Lie,Rail2Rail,84
Old Vine,Rail2Rail,87
Castell de Raimat,Raimat,82
Castell de Raimat,Raimat,87
Castell de Raimat,Raimat,85
Castell de Raimat,Raimat,85
Castell de Raimat,Raimat,87
Castell de Raimat,Raimat,81
Castell de Raimat,Raimat,83
Castell de Raimat,Raimat,81
Nicholas Vineyard,Rain Dance,90
Nicholas Vineyard Estate,Rain Dance,90
Gutswein Trocken,Rainer Sauer,90
Loibenberg,Rainer Wess,92
Terrassen,Rainer Wess,89
Pfaffenberg Reserve,Rainer Wess,92
Loibenberg,Rainer Wess,92
Pfaffenberg Reserve,Rainer Wess,91
Terrassen,Rainer Wess,90
Pfaffenberg Reserve,Rainer Wess,90
Pfaffenberg Reserve,Rainer Wess,90
Cornole,Raineri Gianmatteo,86
Monserra,Raineri Gianmatteo,88
Monserra,Raineri Gianmatteo,89
,Raineri Gianmatteo,86
,Rainier Ridge,85
Red Wine,Rainier Ridge,84
Fruttaio CÃ  Rizzeri,Rainoldi,90
,Rainoldi,90
Crespino,Rainoldi,89
Sassella,Rainoldi,89
Grumello Riserva,Rainoldi,90
Sassella,Rainoldi,89
Sassella Riserva,Rainoldi,91
Sassella Riserva,Rainoldi,92
Inferno Riserva,Rainoldi,87
,Rainstorm,87
,Rainstorm,88
Silver Linings Pinot Noir,Rainstorm,88
,Rainstorm,89
,Rainstorm,88
,Rainstorm,88
Silver Linings Pinot Noir,Rainstorm,88
Silver Linings Pinot Noir,Rainstorm,88
,Rainstorm,87
,Rainstorm,87
,Rainstorm,87
,Rainstorm,88
,Rainstorm,88
,Rainstorm,90
,Raised By Wolves,84
Crianza,Raiza,86
Crianza,Raiza,87
Crianza,Raiza,86
Limited Production,Rally Point Wines,89
Limited Production,Rally Point Wines,88
Limited Production,Rally Point Wines,88
Limited Production,Rally Point Wines,90
Limited Production,Rally Point Wines,85
Alder Ridge Vineyard,Ram,86
Alder Ridge Vineyard,Ram,85
Le BÃ©lier Blanc,Ram,85
ValiÃ±as,RamÃ³n Bilbao,85
ValiÃ±as,RamÃ³n Bilbao,85
Mirto,RamÃ³n Bilbao,87
Crianza,RamÃ³n Bilbao,86
Crianza,RamÃ³n Bilbao,87
Reserva,RamÃ³n Bilbao,88
Limited Edition,RamÃ³n Bilbao,86
Reserva,RamÃ³n Bilbao,87
Crianza,RamÃ³n Bilbao,89
Crianza,RamÃ³n Bilbao,88
Limited Edition Selection of 965 Barrels,RamÃ³n Bilbao,86
Gran Reserva,RamÃ³n Bilbao,90
,RamÃ³n Bilbao,83
,RamÃ³n Bilbao,86
Mirto,RamÃ³n Bilbao,92
,RamÃ³n Bilbao,89
Mirto,RamÃ³n Bilbao,87
Limited Edition,RamÃ³n Bilbao,86
Limited Edition,RamÃ³n Bilbao,86
Limited Edition Selection of 965 Barrels,RamÃ³n Bilbao,86
Reserva,RamÃ³n Bilbao,86
Gran Reserva Tempranillo,RamÃ³n Bilbao,91
Mirto,RamÃ³n Bilbao,89
ValiÃ±as,RamÃ³n Bilbao,86
,RamÃ³n Bilbao,88
Limited Edition Crianza,RamÃ³n Bilbao,89
Crianza,RamÃ³n Bilbao,85
Il Lauro,Rambaldi Vladimiro,90
Rodgers Creek Vineyard,Ramey,94
Platt Vineyard,Ramey,93
,Ramey,94
Annum,Ramey,94
Pedregal Vineyard,Ramey,95
Annum,Ramey,92
Ritchie Vineyard,Ramey,95
Cole Creek Vineyard,Ramey,96
Woolsey Road Vineyard,Ramey,96
Hyde Vineyard,Ramey,96
Cole Creek Vineyard,Ramey,93
Woolsey Road,Ramey,92
Pedregal Vineyard,Ramey,95
,Ramey,92
,Ramey,91
,Ramey,92
,Ramey,93
,Ramey,90
,Ramey,90
Ritchie Vineyard,Ramey,97
,Ramey,90
Westside Farms Estate,Ramey,94
Rodgers Creek Vineyard,Ramey,95
,Ramey,90
,Ramey,91
,Ramey,91
Hyde Vineyard,Ramey,94
,Ramey,93
Platt Vineyard,Ramey,95
Platt Vineyard,Ramey,91
Chapter VII,Ramian,90
J. Garrett,Ramian,92
Chapter Five,Ramian,94
SelecciÃ³n Crianza,Ramirez de la Piscina,87
Crianza,Ramirez de la Piscina,88
SelecciÃ³n Reserva,Ramirez de la Piscina,85
SelecciÃ³n Reserva,Ramirez de la Piscina,89
,Ramirez de la Piscina,85
SelecciÃ³n Crianza,Ramirez de la Piscina,88
Reserva,Ramirez de la Piscina,88
Late Bottled Vintage,Ramos-Pinto,87
RP 20 Quinta do Bom Retiro 20 Years Old Tawny,Ramos-Pinto,93
Duas Quintas Reserva,Ramos-Pinto,87
Duas Quintas Reserva Especial,Ramos-Pinto,93
RP30 Tawny 30 Years,Ramos-Pinto,94
Duas Quintas Reserva,Ramos-Pinto,92
Adriano White Reserva,Ramos-Pinto,88
Duas Quintas Reserva,Ramos-Pinto,92
Duas Quintas Reserva,Ramos-Pinto,85
Collector Reserva,Ramos-Pinto,86
RP 20 Tawny 20 Years Old,Ramos-Pinto,92
Duas Quintas Branco Reserva,Ramos-Pinto,91
RP 10 Quinta da Ervamoira 10-Years-Old Tawny,Ramos-Pinto,88
Duas Quintas Reserva,Ramos-Pinto,92
Duas Quintas,Ramos-Pinto,89
Duas Quintas Reserva Branco,Ramos-Pinto,91
Collector Reserva,Ramos-Pinto,85
RP20 Quinta do Bom Retiro Tawny 20 Years,Ramos-Pinto,92
Duas Quintas Branco,Ramos-Pinto,85
Duas Quintas Reserva,Ramos-Pinto,92
Duas Quintas,Ramos-Pinto,88
RP10 Quinta da Ervamoira Tawny 10 Years,Ramos-Pinto,90
Adriano Reserva White,Ramos-Pinto,86
Duas Quintas Reserva,Ramos-Pinto,92
Quinta da Ervamoira Vintage,Ramos-Pinto,92
Late Bottled Vintage,Ramos-Pinto,90
20-Year-Old Tawny,Ramos-Pinto,91
Collector Reserva,Ramos-Pinto,86
Vintage,Ramos-Pinto,95
Duas Quintas,Ramos-Pinto,90
Duas Quintas Reserva,Ramos-Pinto,92
RP10 Quinta da Ervamoira Tawny 10 Years,Ramos-Pinto,89
Quinta do Bom Retiro Vintage,Ramos-Pinto,93
Quinta da Ervamoira 10-Year-Old Tawny,Ramos-Pinto,89
White Reserva,Ramos-Pinto,86
Vintage,Ramos-Pinto,92
Duas Quintas,Ramos-Pinto,90
Duas Quintas,Ramos-Pinto,90
RPLBV Late Bottled Vintage,Ramos-Pinto,91
Vintage,Ramos-Pinto,92
Late Bottled Vintage,Ramos-Pinto,90
Duas Quintas Branco,Ramos-Pinto,85
Duas Quintas Reserva Branco,Ramos-Pinto,88
Duas Quintas,Ramos-Pinto,88
RP 10 Quinta da Ervamoira 10-Years-Old Tawny,Ramos-Pinto,88
Duas Quintas Reserva,Ramos-Pinto,90
Late Bottled Vintage,Ramos-Pinto,88
Duas Quintas Reserva Branco,Ramos-Pinto,88
Late Bottled Vintage,Ramos-Pinto,88
Duas Quintas Branco,Ramos-Pinto,86
Quinta do Bom Retiro 20 Year Tawny,Ramos-Pinto,91
Alata,Rampa di Fugnano,87
Alata,Rampa di Fugnano,87
Ulises Valdez Diablo Vineyards,Ram's Gate,91
Winemaker's CuvÃ©e,Ram's Gate,90
Sangiacomo Vineyards Roberts Road,Ram's Gate,90
Estate,Ram's Gate,92
Durell Vineyards,Ram's Gate,85
,Ram's Gate,88
Sangiacomo Vineyards Roberts Road,Ram's Gate,92
Ulises Valdez Diablo Vineyard,Ram's Gate,91
Ulises Valdez Diablo Vineyard,Ram's Gate,90
Hudson Vineyard,Ram's Gate,93
Parmalee-Hill Vineyard,Ram's Gate,91
,Ram's Gate,90
,Ram's Gate,88
Estate,Ram's Gate,92
Durell Vineyard,Ram's Gate,90
Lee's Secret Vineyard,Ram's Gate,92
Parmelee Hill Vineyards,Ram's Gate,91
Durell Vineyard,Ram's Gate,91
Glass House Vineyard,Ram's Gate,91
Ulises Valdez Diablo Vineyard,Ram's Gate,92
Ulises Valdez Diablo Vineyard,Ram's Gate,90
Durell Vineyards,Ram's Gate,93
Bush Crispo Vineyard,Ram's Gate,89
,Ram's Gate,88
Parmalee-Hill Vineyard,Ram's Gate,91
Bush Crispo Vineyards,Ram's Gate,91
,Ram's Gate,93
Green Acres Hill Vineyard,Ram's Gate,93
,Ram's Gate,91
Ulises Valdez Silver Eagle Vineyard,Ram's Gate,91
Estate,Ram's Gate,91
,Ram's Leap,85
,Ramsay,82
Vintage Five,Ramseyer,90
Sassolini,Ramspeck,86
Sassolini,Ramspeck,86
,Ramspeck,82
,Ramspeck,84
Sassolini,Ramspeck,87
Sassolini,Ramspeck,87
Otton Vineyards,Ramspur,84
,Ranch 32,86
La Vista Vineyard,Ranchero Cellars,88
Old Vines,Ranchero Cellars,88
Chrome,Ranchero Cellars,89
Old Vines Colombini Vineyard,Ranchero Cellars,89
Self Ranch,Ranchero Cellars,93
La Vista Vineyard,Ranchero Cellars,89
Old Vines,Ranchero Cellars,88
La Vista Vineyard,Ranchero Cellars,82
,Rancho Arroyo Grande,83
Deep Sea,Rancho Arroyo Grande,85
,Rancho Maria,88
Reserve,Rancho Maria,90
,Rancho Maria,87
,Rancho Maria,89
,Rancho Sisquoc,89
Flood Family Vineyards,Rancho Sisquoc,85
